wheel_l,wheel_r,beta_l,beta_r,alpha
-4.838709677419355,5.483870967741936,-0.09760521114260858,0.10696743908141305,-0.3289485365604899
-4.838709677419355,6.129032258064514,-0.0982511233813718,0.11946656894130919,-0.42841484260183865
-4.838709677419355,6.774193548387098,-0.09690012186519645,0.13406942430448787,-0.49386876814093744
-4.838709677419355,7.419354838709679,-0.09347089975776077,0.151192583277338,-0.5520457008441627
-4.838709677419355,8.064516129032256,-0.08841152440830245,0.17133055775936087,-0.6025308345469514
-4.838709677419355,8.709677419354843,-0.08171404952229437,0.1944170325871605,-0.6516946740237011
-4.838709677419355,9.35483870967742,-0.07392505628431353,0.22073968080035838,-0.6978648266074894
8.064516129032256,10.0,0.02353491729137275,0.1011392533480595,-0.010260706085966334
8.064516129032256,9.35483870967742,-0.012062267837426708,0.012129735282700697,-0.006828195204563348
8.064516129032256,8.709677419354836,-0.005801573357692379,0.005810804156885074,-0.0007422698425025534
8.064516129032256,8.064516129032258,3.064114019690062e-06,3.064114019070303e-06,-1.641915770012048e-16
8.064516129032256,7.419354838709679,0.005812671280366316,-0.0058035162848335915,0.0005842325091532257
8.064516129032256,6.7741935483871,0.012154249693112665,-0.012098838667314276,0.006497363992983032
8.064516129032256,6.129032258064514,0.01848014201129092,-0.01820817551200793,0.016253175942045187
8.064516129032256,5.483870967741936,0.024831844668846796,-0.024015052057729143,0.029771843304195446
8.064516129032256,4.838709677419355,0.03129888506138167,-0.02942574711760929,0.047066991003556886
8.064516129032256,4.193548387096775,0.038003067944612716,-0.03435323810048911,0.0681483033584382
8.064516129032256,3.5483870967741926,0.045087938240549394,-0.03872812565263733,0.09299634733094193
8.064516129032256,2.9032258064516134,0.05270348465347783,-0.042512722951095414,0.12154232625863577
8.064516129032256,2.258064516129032,0.06098814276166613,-0.045714163733761796,0.15364842436427628
8.064516129032256,1.612903225806452,0.07004760067842727,-0.048393553592197665,0.18909380320830765
8.064516129032256,0.967741935483872,0.07993108330206573,-0.050668191546836834,0.22757381115084346
8.064516129032256,0.32258064516129,0.0900932539535814,-0.05249209933600748,0.27408874984708664
8.064516129032256,-0.32258064516129,0.10158739117886269,-0.054319966999711866,0.3183603129854536
8.064516129032256,-0.96774193548387,0.11383830602723585,-0.05676706440701128,0.35816251266366933
8.064516129032256,-1.612903225806452,0.12565224836502947,-0.059489860314621064,0.4043729093406893
8.064516129032256,-2.258064516129032,0.1372760541693341,-0.06271475906266567,0.45269818896910885
8.064516129032256,-2.903225806451613,0.14816442399235133,-0.06678711973693673,0.5023517868402675
8.064516129032256,-3.5483870967741926,0.1578377215033831,-0.07193040206279594,0.5533405111248242
8.064516129032256,-4.193548387096775,0.16582715292871514,-0.07836993675569673,0.6059566604121845
8.064516129032256,-4.838709677419354,0.17171174906562883,-0.08635511627789262,0.6605852239632692
8.064516129032256,-5.483870967741936,0.1751836882281278,-0.09616638453375573,0.7177156648870892
8.064516129032256,-6.129032258064514,0.17607845509625086,-0.107997388464269,0.7808488936727929
8.064516129032256,-6.774193548387098,0.17420388055585173,-0.1221817409535786,0.8569048349943595
8.064516129032256,-7.419354838709679,0.16972907487508387,-0.13890423990454798,0.9840366521926112
1.612903225806452,10.0,-0.033527128061594566,0.22955291459444638,-0.16080434124608844
1.612903225806452,9.35483870967742,-0.04085830712038112,0.09499541120532153,-0.2831918153715377
1.612903225806452,8.709677419354836,-0.04486071942416824,0.08184951983289687,-0.238040167015014
1.612903225806452,8.064516129032258,-0.04698520683769171,0.07070286253365808,-0.1948962224438898
1.612903225806452,7.419354838709679,-0.046815304661782256,0.06121166356577892,-0.15607689891408286
1.612903225806452,6.7741935483871,-0.0446736145908622,0.052886538651840835,-0.12176380485478733
1.612903225806452,6.129032258064514,-0.04099892220221283,0.04534939483725675,-0.0918624527334313
1.612903225806452,5.483870967741936,-0.03622238386558932,0.03832054509688189,-0.0661737646482298
1.612903225806452,4.838709677419355,-0.030709052851330652,0.031600836225884193,-0.04449204276938188
1.612903225806452,4.193548387096775,-0.024740735067196422,0.025054660780554145,-0.026628884374682523
1.612903225806452,3.5483870967741926,-0.018519541522464482,0.018599136325376978,-0.012395157460580779
1.612903225806452,2.9032258064516134,-0.01217808965933334,0.012191636095853223,-0.0016140319747632327
1.612903225806452,2.258064516129032,-0.0058042693592073626,0.005825765643553666,0.005509552287895834
1.612903225806452,1.612903225806452,1.3551820680802324e-05,1.3551820680446358e-05,-5.125529630352806e-16
1.612903225806452,0.967741935483872,0.005828055372627631,-0.005796316378031885,-0.009515222358229785
1.612903225806452,0.32258064516129,0.012164981484287074,-0.012143552421583725,-0.006919803339413085
1.612903225806452,-0.32258064516129,0.01854608185208384,-0.018515529980091604,-0.003438971573073225
1.612903225806452,-0.96774193548387,0.024928586445656927,-0.02496172280762349,-0.010333794138816197
4.838709677419354,10.0,-0.024318802829018958,0.15083122350427286,-0.06875979442624133
4.838709677419354,9.35483870967742,-0.03618935868682695,0.0447948125326394,-0.0964680224847077
4.838709677419354,8.709677419354836,-0.03353722288918788,0.03790188454081269,-0.06952469372992288
4.838709677419354,8.064516129032258,-0.02935369272029994,0.03132683986467574,-0.04736256427335793
4.838709677419354,7.419354838709679,-0.024151725844238935,0.024906002618714874,-0.029544036104777124
4.838709677419354,6.7741935483871,-0.018323256896673364,0.018540849294843016,-0.01573265172615482
4.838709677419354,6.129032258064514,-0.012142637337043656,0.012180537677641812,-0.005723019378986312
4.838709677419354,5.483870967741936,-0.005808923960189677,0.00581886980682658,0.0004390103855613258
4.838709677419354,4.838709677419355,4.823999148383223e-06,4.823999147827302e-06,-2.2244937373609254e-16
4.838709677419354,4.193548387096775,0.0058201596820458825,-0.005809505835016384,-0.0008761899502884166
4.838709677419354,3.5483870967741926,0.012190644628502523,-0.012163955829891293,0.004821382002138077
4.838709677419354,2.9032258064516134,0.018591205541895993,-0.018462210628066588,0.014346479639684724
4.838709677419354,2.258064516129032,0.025039389066669818,-0.024663300959994163,0.02750260220597594
4.838709677419354,1.612903225806452,0.031568125963253445,-0.030751421514522155,0.04426455638179153
4.838709677419354,0.967741935483872,0.038212354193187116,-0.036720119510775896,0.06462205586408792
4.838709677419354,0.32258064516129,0.04494603864339461,-0.042631432285497796,0.08914352577752657
4.838709677419354,-0.32258064516129,0.051869290007167716,-0.048375109703923204,0.11682859917143773
4.838709677419354,-0.96774193548387,0.05893056259815173,-0.05405304351172753,0.14782147971863793
4.838709677419354,-1.612903225806452,0.0660237059732953,-0.06001586466276758,0.1814149530735864
4.838709677419354,-2.258064516129032,0.07296631957323371,-0.06607927581405605,0.2200388589309113
4.838709677419354,-2.903225806451613,0.07952164700311469,-0.07259346920641928,0.2631918728350705
4.838709677419354,-3.5483870967741926,0.0856205554035137,-0.07960757546758154,0.31324762516889165
4.838709677419354,-4.193548387096775,0.09074678462065142,-0.08764269598038679,0.37773105520727296
0.96774193548387,10.0,-0.035418152847013426,0.24697936525539224,-0.18063607350412952
0.96774193548387,9.35483870967742,-0.04092044763141066,0.10872007764702113,-0.32719793015216514
0.96774193548387,8.709677419354836,-0.04561491098224887,0.09371619388680089,-0.28091983654964403
0.96774193548387,8.064516129032258,-0.048877240632733875,0.08090634963137829,-0.23500106407358118
0.96774193548387,7.419354838709679,-0.04987927777568187,0.07014642013285757,-0.1926727372624385
0.96774193548387,6.7741935483871,-0.0487709268469086,0.060900264140769315,-0.1544840678788894
0.96774193548387,6.129032258064514,-0.045916632591645724,0.05272281750528288,-0.12057255780840435
0.96774193548387,5.483870967741936,-0.04173677170373335,0.04527003006145449,-0.09086174778863793
0.96774193548387,4.838709677419355,-0.0366223172243175,0.038284732743078566,-0.06519827282596552
0.96774193548387,4.193548387096775,-0.030895609525291003,0.03158276339660309,-0.04341704095894997
0.96774193548387,3.5483870967741926,-0.024803982998364046,0.025040357536498727,-0.025318667378094125
0.96774193548387,2.9032258064516134,-0.018527183598612343,0.018587058960256128,-0.01059487169892435
0.96774193548387,2.258064516129032,-0.012170918198542425,0.012184262843409198,0.0010532900782093083
0.96774193548387,1.612903225806452,-0.005796316378069331,0.005828055372605153,0.009515222366166311
0.96774193548387,0.967741935483872,2.2278502509523805e-05,2.2278502509224623e-05,-8.069933610244106e-16
0.96774193548387,0.32258064516129,0.005828799174808171,-0.005771477325408745,-0.021189980223888252
0.96774193548387,-0.32258064516129,0.012149869084227537,-0.01212642996207173,-0.03592839393327969
-5.483870967741936,6.129032258064514,-0.10911404797733629,0.12143731933015539,-0.3969731371558435
-5.483870967741936,6.774193548387098,-0.10767757033158064,0.13626033216773561,-0.5127313121185904
-5.483870967741936,7.419354838709679,-0.10416308615531111,0.1535827044458847,-0.582138250563348
-5.483870967741936,8.064516129032256,-0.09865950710933748,0.17371503437793573,-0.6410036912684997
-5.483870967741936,8.709677419354843,-0.09166618270650534,0.19705512541658823,-0.6915719065269237
-5.483870967741936,9.35483870967742,-0.0835482961698229,0.22337767388921212,-0.7381776220777816
3.5483870967741926,10.0,-0.0282539263863125,0.17994940378388058,-0.10300832446400396
3.5483870967741926,9.35483870967742,-0.040014434582823145,0.06134457484185436,-0.16164305249390373
3.5483870967741926,8.709677419354836,-0.040257156799685924,0.05282367612748817,-0.12565358029761697
3.5483870967741926,8.064516129032258,-0.03834743213487182,0.045217301258448916,-0.09456272091877356
3.5483870967741926,7.419354838709679,-0.03474893813136347,0.038191079064346385,-0.0683027068184996
3.5483870967741926,6.7741935483871,-0.029970975234078538,0.031505380500976225,-0.04647977260892579
3.5483870967741926,6.129032258064514,-0.024426246898166963,0.025001350825732797,-0.02877063437852966
3.5483870967741926,5.483870967741936,-0.01842017463886864,0.01858052492557202,-0.014935867418354457
3.5483870967741926,4.838709677419355,-0.012163924208685348,0.01219067408376057,-0.004821510837559621
3.5483870967741926,4.193548387096775,-0.005809632552896403,0.005821401854000259,0.0014582331787690223
3.5483870967741926,3.5483870967741926,6.414328430438589e-06,6.41432843007291e-06,-2.8825321759147943e-16
3.5483870967741926,2.9032258064516134,0.005822660838332036,-0.005809127816262702,-0.002271668550330445
3.5483870967741926,2.258064516129032,0.012193816205660183,-0.012176925619776117,0.003142920748507442
3.5483870967741926,1.612903225806452,0.018597597509945243,-0.01852111609837557,0.012389110656466869
3.5483870967741926,0.967741935483872,0.025030027233856753,-0.02481457390524752,0.025270241928349733
3.5483870967741926,0.32258064516129,0.030686057121890275,-0.03069839981965037,0.0506903837589577
3.5483870967741926,-0.32258064516129,0.037490572274719476,-0.037170007491239006,0.06903948511381687
3.5483870967741926,-0.96774193548387,0.044547734182564795,-0.04361553391464404,0.08468629094700073
3.5483870967741926,-1.612903225806452,0.05104727155049747,-0.05004010575048535,0.11024407819047619
3.5483870967741926,-2.258064516129032,0.05732444565025179,-0.05654514984373957,0.14229372483827435
3.5483870967741926,-2.903225806451613,0.06341181097444962,-0.06345268251783978,0.17432380847719894
4.193548387096775,10.0,-0.026391844388752823,0.16490517893446974,-0.08527481810062541
4.193548387096775,9.35483870967742,-0.038561098376663286,0.05259704922265846,-0.12706456737020455
4.193548387096775,8.709677419354836,-0.03730735102805352,0.04504196681976878,-0.09550115611348901
4.193548387096775,8.064516129032258,-0.03416720390428921,0.038067664865005256,-0.06891478316942096
4.193548387096775,7.419354838709679,-0.029674999186102398,0.03142780352000836,-0.04694212311022352
4.193548387096775,6.7741935483871,-0.024295129588981678,0.024959497387811256,-0.029191793896374517
4.193548387096775,6.129032258064514,-0.01837433245605045,0.01856317088125165,-0.015380330750043773
4.193548387096775,5.483870967741936,-0.012154148359706676,0.012186383037065086,-0.005331145694530198
4.193548387096775,4.838709677419355,-0.005809505835002906,0.0058201596820536584,0.0008761899498231962
4.193548387096775,4.193548387096775,5.497387340139733e-06,5.497387339732651e-06,-2.4424906541753446e-16
4.193548387096775,3.5483870967741926,0.00582140185399265,-0.005809632552903931,-0.001458233178733122
4.193548387096775,2.9032258064516134,0.012193236035767318,-0.012171728405148291,0.004130997374840258
4.193548387096775,2.258064516129032,0.018597841952112847,-0.018496037273634806,0.013548756039437596
4.193548387096775,1.612903225806452,0.025044310254614354,-0.024752395840050786,0.02657266085717355
4.193548387096775,0.967741935483872,0.0315502337136735,-0.030933500874149714,0.0432059250351527
4.193548387096775,0.32258064516129,0.03794783019714313,-0.0370526776037959,0.06567612093502552
4.193548387096775,-0.32258064516129,0.044647130373655024,-0.04308111799490286,0.08955965686928209
4.193548387096775,-0.96774193548387,0.05152215853296626,-0.04922993826662876,0.11433903937378102
4.193548387096775,-1.612903225806452,0.05822490199755626,-0.055400746775770116,0.14526821311077534
4.193548387096775,-2.258064516129032,0.06480712210177589,-0.061853387788452306,0.17904403507264774
4.193548387096775,-2.903225806451613,0.07102102166412112,-0.06845674345637547,0.22170619997929003
4.193548387096775,-3.5483870967741926,0.07675436319175444,-0.07580863000394207,0.27100335337387355
6.129032258064514,10.0,-0.013682545106983968,0.1268678350119346,-0.04019439442061175
6.129032258064514,9.35483870967742,-0.02863200687554562,0.03105226381325922,-0.04814218928208455
6.129032258064514,8.709677419354836,-0.023827704118535315,0.02476353598385678,-0.03012084277982414
6.129032258064514,8.064516129032258,-0.018205825218332746,0.018481495466154733,-0.016262545593298525
6.129032258064514,7.419354838709679,-0.012114902256709437,0.012164451171316275,-0.0062871591233405145
6.129032258064514,6.7741935483871,-0.0058067457060345055,0.0058160107393774125,-0.0001742543844521917
6.129032258064514,6.129032258064514,3.900164250125968e-06,3.900164249414732e-06,-1.775489477662262e-16
6.129032258064514,5.483870967741936,0.005817494357683013,-0.0058079842259016355,-9.851302512334772e-05
6.129032258064514,4.838709677419355,0.01218050901468572,-0.012142671217674313,0.00572287215607872
6.129032258064514,4.193548387096775,0.018561671103316347,-0.018376286054468453,0.015372056445375946
6.129032258064514,3.5483870967741926,0.024991200733397438,-0.024441049752642392,0.028703320133771547
6.129032258064514,2.9032258064516134,0.03152753773325141,-0.03029450051086662,0.04569479155831759
6.129032258064514,2.258064516129032,0.03824243866986932,-0.035903027261507674,0.06632341366625229
6.129032258064514,1.612903225806452,0.0452086692642961,-0.04124799019804429,0.09055082538170238
6.129032258064514,0.967741935483872,0.05248480196678253,-0.04633473800253714,0.11831562062190774
6.129032258064514,0.32258064516129,0.059828864940242595,-0.051099330809077956,0.1515014885702665
6.129032258064514,-0.32258064516129,0.06766887694052919,-0.05568034496368232,0.1875320485927158
6.129032258064514,-0.96774193548387,0.07624740181202826,-0.06057572541348954,0.2220925703081394
6.129032258064514,-1.612903225806452,0.0845372639811239,-0.06539813739969139,0.26276013246620555
6.129032258064514,-2.258064516129032,0.09274536607920769,-0.07047751337953193,0.3069413385296355
6.129032258064514,-2.903225806451613,0.10055530248844409,-0.07604373493613235,0.35478043175270885
6.129032258064514,-3.5483870967741926,0.10763752098780512,-0.08250750592837738,0.4051948716249438
6.129032258064514,-4.193548387096775,0.11369165468384201,-0.08985937560096097,0.4620261497968673
6.129032258064514,-4.838709677419354,0.1182427670415081,-0.0987702319396431,0.5253738945359084
6.129032258064514,-5.483870967741936,0.12098953962048396,-0.10924088029026446,0.6211043161304397
9.35483870967742,10.0,0.06266729215014652,0.08986345662353598,-0.0006183242424919819
9.35483870967742,9.35483870967742,2.696237556695791e-06,2.696237556623973e-06,-1.867429821889033e-16
9.35483870967742,8.709677419354836,0.0058088030913778605,-0.005799434763588654,0.0008779364736278876
9.35483870967742,8.064516129032258,0.012129711525791793,-0.01206231021006008,0.006828011468166981
9.35483870967742,7.419354838709679,0.018401307359827743,-0.018070816821920074,0.016641628158477577
9.35483870967742,6.7741935483871,0.024667012081477147,-0.023669548718291907,0.03028447332403677
9.35483870967742,6.129032258064514,0.0310312745372874,-0.028722233359808006,0.04780967327880799
9.35483870967742,5.483870967741936,0.037645474066057935,-0.0330983233678259,0.06926737977377062
9.35483870967742,4.838709677419355,0.04469990368029775,-0.03668895422592112,0.09467170011621913
9.35483870967742,4.193548387096775,0.05241005087669538,-0.03942781525425294,0.12396883211510416
9.35483870967742,3.5483870967741926,0.060997956310395035,-0.04131268585275018,0.1570017073178463
9.35483870967742,2.9032258064516134,0.07066611089418937,-0.04242216961805947,0.1934794816283512
9.35483870967742,2.258064516129032,0.08156308346233686,-0.04292105091933102,0.23296548007370788
9.35483870967742,1.612903225806452,0.09374680175708774,-0.04305015992523611,0.27490643064027054
9.35483870967742,0.967741935483872,0.10715308753780481,-0.04309585800819797,0.31869263037454065
9.35483870967742,0.32258064516129,0.1213217701452228,-0.04312005511067236,0.36888711353938036
9.35483870967742,-0.32258064516129,0.13659883664761124,-0.043546302044915434,0.41480264456623167
9.35483870967742,-0.96774193548387,0.15231411389258553,-0.044972353270866634,0.456933572190831
9.35483870967742,-1.612903225806452,0.1673680722923533,-0.04705129256720224,0.5028689271377077
9.35483870967742,-2.258064516129032,0.18189904476173144,-0.04950164066246264,0.550064303686487
9.35483870967742,-2.903225806451613,0.1952041359144093,-0.05293694498653671,0.5983975016689745
9.35483870967742,-3.5483870967741926,0.20679229906876243,-0.05746125756623877,0.6473041071093008
9.35483870967742,-4.193548387096775,0.2161095728842019,-0.0632573821856777,0.6968885797028664
9.35483870967742,-4.838709677419354,0.22275150263989432,-0.07061671230402392,0.7472072748458027
9.35483870967742,-5.483870967741936,0.2264355554371439,-0.07980658177243626,0.7984272349446455
9.35483870967742,-6.129032258064514,0.2270225622595271,-0.09104007524607893,0.850971120235648
9.35483870967742,-6.774193548387098,0.22453329221813004,-0.10448938961196438,0.9062767926613307
9.35483870967742,-7.419354838709679,0.2192173617562677,-0.1203642842524181,0.9665627770199734
9.35483870967742,-8.064516129032256,0.21136931626849959,-0.1387769514819017,1.0417566469404196
9.35483870967742,-8.709677419354843,0.2013927260930354,-0.1598629900411429,1.1760295008110055
8.709677419354843,10.0,0.04170018334194063,0.09498501573717953,-0.004290164157348908
8.709677419354843,9.35483870967742,-0.005799434763502733,0.005808803091349265,-0.0008779364757444091
8.709677419354843,8.709677419354836,2.8668447259416056e-06,2.8668447254623594e-06,-1.7497577461019393e-16
8.709677419354843,8.064516129032258,0.00581080415690452,-0.005801573357763656,0.0007422698405623
8.709677419354843,7.419354838709679,0.012142676337083026,-0.012081290557823915,0.006675275444299156
8.709677419354843,6.7741935483871,0.018443186010935742,-0.018142030743586935,0.016460322706097128
8.709677419354843,6.129032258064514,0.024755397520236158,-0.023848569727651665,0.030039878534325052
8.709677419354843,5.483870967741936,0.03117694620237821,-0.02908684193891032,0.047445707388495385
8.709677419354843,4.838709677419355,0.03784487861434403,-0.03374896611594384,0.06870575760990505
8.709677419354843,4.193548387096775,0.04492620666517587,-0.03774644233989019,0.09381516465082758
8.709677419354843,3.5483870967741926,0.05260317412316605,-0.041027131698398014,0.12271071582130873
8.709677419354843,2.9032258064516134,0.061054775476835285,-0.04359181248312853,0.15524434219555244
8.709677419354843,2.258064516129032,0.07043321046421094,-0.04550629987453723,0.1911621780964656
8.709677419354843,1.612903225806452,0.08083559523252264,-0.046904275224423676,0.23010015020605448
8.709677419354843,0.967741935483872,0.0922747772043075,-0.047977385024004816,0.2716055235803765
8.709677419354843,0.32258064516129,0.10426543732055552,-0.04874701928961234,0.32031051930013016
8.709677419354843,-0.32258064516129,0.11755744657273147,-0.049681735350099766,0.3662209065270884
8.709677419354843,-0.96774193548387,0.13142556846167083,-0.051423091554520454,0.4075150578122008
8.709677419354843,-1.612903225806452,0.144848431204163,-0.05359694029851081,0.4542829107686098
8.709677419354843,-2.258064516129032,0.15791188860216773,-0.05639203884070919,0.5024928933196865
8.709677419354843,-2.903225806451613,0.17001846572888174,-0.06013772695427551,0.5516338763658818
8.709677419354843,-3.5483870967741926,0.18064906452171822,-0.06497811353051396,0.6017116176427242
8.709677419354843,-4.193548387096775,0.18932208690424143,-0.071148085638306,0.6527902737677113
8.709677419354843,-4.838709677419354,0.19562007297575432,-0.07888455226135296,0.7050970906386459
8.709677419354843,-5.483870967741936,0.19923348935834398,-0.08843143181296771,0.7589957941331327
8.709677419354843,-6.129032258064514,0.19996968480643568,-0.10001300667399698,0.8157583896120643
8.709677419354843,-6.774193548387098,0.19792760209787583,-0.11383577927999913,0.8782253393714919
8.709677419354843,-7.419354838709679,0.1930607947559348,-0.13022669258801273,0.9534007752895512
8.709677419354843,-8.064516129032256,0.18580022932960313,-0.14909544584804144,1.0883065244123038
2.258064516129032,10.0,-0.03174551814150953,0.2125104381632559,-0.14098694677439016
2.258064516129032,9.35483870967742,-0.04088658584256814,0.08246339258655085,-0.2404535658093875
2.258064516129032,8.709677419354836,-0.0438766347910333,0.07109178292128308,-0.19742479142063044
2.258064516129032,8.064516129032258,-0.044697682692453826,0.061397537093841624,-0.15782254820831595
2.258064516129032,7.419354838709679,-0.04332043748109094,0.05296087441381367,-0.12297570094528648
2.258064516129032,6.7741935483871,-0.040189459912007945,0.04536818781694129,-0.09277692654892775
2.258064516129032,6.129032258064514,-0.03577540835561008,0.038316553752308004,-0.06697357658913226
2.258064516129032,5.483870967741936,-0.030488542535044086,0.031592046116304846,-0.04530900989022299
2.258064516129032,4.838709677419355,-0.024650691041080263,0.025049741928151775,-0.027562994807287536
2.258064516129032,4.193548387096775,-0.018494374423337588,0.018599383992923813,-0.013555672211237983
2.258064516129032,3.5483870967741926,-0.012176895943188888,0.012193845845366222,-0.003143017023284649
2.258064516129032,2.9032258064516134,-0.005807630964392546,0.005824049551345374,0.0034889092782629553
